id,FALSE,TRUE,half-true,barely-true,pants-fire,mostly-true
1409.json,0.16993609,0.16179273,0.17783993,0.16268778,0.15324458,0.17449886
2769.json,0.16327699,0.16532879,0.19409207,0.16193178,0.13955915,0.17581123
2600.json,0.16970198,0.15486665,0.20748022,0.16296259,0.14001264,0.16497588
4822.json,0.17469196,0.161894,0.19818816,0.16547,0.13841884,0.16133706
5536.json,0.1755624,0.15727998,0.18562971,0.16556096,0.14741005,0.16855691
2911.json,0.17343631,0.15805297,0.19399221,0.16740224,0.13723935,0.1698769
12787.json,0.17256904,0.15661582,0.18742105,0.16577551,0.14471011,0.17290843
2442.json,0.1723704,0.15711965,0.19566141,0.1728912,0.14375712,0.15820014
3489.json,0.17877826,0.14647393,0.2019306,0.16787232,0.14388674,0.16105826
12006.json,0.17233479,0.15448807,0.19908012,0.16523215,0.13538364,0.17348127
9109.json,0.16248398,0.16065414,0.19786714,0.1703516,0.14414786,0.16449523
12661.json,0.1833954,0.14537983,0.19132142,0.17151408,0.1392303,0.16915894
6447.json,0.16942921,0.1606122,0.18977882,0.16701308,0.1484474,0.16471928
2983.json,0.1733794,0.15209378,0.1947374,0.16799395,0.14154865,0.17024675
13467.json,0.16904904,0.15927476,0.18432517,0.17140219,0.15010858,0.16584021
921.json,0.17180434,0.1603638,0.19236192,0.17294958,0.13436288,0.16815744
9141.json,0.16663298,0.16566336,0.19101934,0.16393149,0.13872534,0.17402753
12648.json,0.16758329,0.14244239,0.20336734,0.17004341,0.14020722,0.17635635
3674.json,0.16672416,0.14886162,0.20015268,0.17630644,0.14189819,0.16605696
6577.json,0.16528586,0.15341596,0.19545853,0.17384246,0.14242312,0.16957404
8240.json,0.16261236,0.16225958,0.18384057,0.1660266,0.14305627,0.18220456
9405.json,0.16296498,0.15226912,0.19400734,0.18090212,0.1433827,0.16647373
1892.json,0.17233819,0.15359893,0.19101088,0.17518489,0.14316839,0.16469876
2754.json,0.17629208,0.1604002,0.1886466,0.16323845,0.14412554,0.16729714
31.json,0.16899791,0.16279383,0.19758853,0.16146454,0.1363075,0.1728477
4711.json,0.16955453,0.16190964,0.18369192,0.17009254,0.14736019,0.16739123
664.json,0.16936259,0.16197082,0.17522016,0.16788307,0.15294905,0.17261422
1199.json,0.1674237,0.15893501,0.19979772,0.16617645,0.13904211,0.16862512
11865.json,0.1728784,0.15370984,0.19535536,0.16844727,0.13898571,0.17062344
87.json,0.16970241,0.15325366,0.17498237,0.17406864,0.15362638,0.17436647
9312.json,0.17963465,0.1508315,0.20380072,0.1644192,0.1368427,0.1644712
10638.json,0.16439426,0.15899007,0.17661393,0.16777629,0.15491232,0.1773132
3021.json,0.17354845,0.16049324,0.18305975,0.1704333,0.1405198,0.17194538
379.json,0.17338164,0.16005506,0.18097305,0.17124636,0.14566138,0.16868253
5272.json,0.16961421,0.16410029,0.17998913,0.15885516,0.14999637,0.17744485
683.json,0.17183398,0.15567212,0.19275418,0.15973349,0.15284425,0.16716197
1781.json,0.16601615,0.16601118,0.1855903,0.16339895,0.14531478,0.17366861
11687.json,0.17071877,0.15911937,0.17202036,0.1724224,0.15216282,0.17355628
2975.json,0.17214529,0.14961009,0.19015546,0.16918418,0.14476973,0.17413524
771.json,0.17115784,0.16269712,0.17783105,0.16683657,0.15169045,0.169787
3991.json,0.17107406,0.16726513,0.18115124,0.16302446,0.14983234,0.16765279
11923.json,0.1683059,0.16468082,0.19124864,0.16137871,0.14291239,0.1714736
10749.json,0.17564064,0.15522446,0.18582016,0.16913491,0.1484413,0.1657385
3946.json,0.17311531,0.15134476,0.18632063,0.16603848,0.15034181,0.17283902
7834.json,0.16617738,0.16144171,0.18065786,0.1654723,0.15039654,0.17585415
6290.json,0.17274697,0.16150527,0.19857906,0.16386291,0.1341575,0.16914831
1477.json,0.16681013,0.16747175,0.17449377,0.1645196,0.15140513,0.17529972
10881.json,0.16741739,0.15689565,0.20264953,0.16356705,0.13243602,0.17703435
4396.json,0.1708794,0.1562957,0.18566984,0.17055385,0.14302634,0.17357488
6206.json,0.16634934,0.16035955,0.20642011,0.16161881,0.13416888,0.17108338
9970.json,0.1721452,0.15740646,0.18755731,0.16138223,0.14631979,0.17518899
4353.json,0.16961251,0.16474827,0.17096247,0.16426115,0.15786612,0.1725495
1394.json,0.17454883,0.16166373,0.18637598,0.17211278,0.1430172,0.16228157
7695.json,0.17495097,0.15431666,0.188771,0.1674488,0.1447212,0.1697913
4770.json,0.17710365,0.16258232,0.19226338,0.16862316,0.13665973,0.16276775
1052.json,0.16966449,0.16513352,0.17709027,0.16368788,0.15570244,0.16872145
5249.json,0.17527664,0.15589672,0.18740186,0.16343266,0.14635135,0.17164078
3700.json,0.17425962,0.14994654,0.20155774,0.1630292,0.14312565,0.16808133
8683.json,0.17357902,0.15851869,0.19243829,0.16368362,0.14220545,0.16957493
12798.json,0.17319724,0.15625222,0.19091952,0.17621186,0.13839942,0.16501981
4838.json,0.1730807,0.16425964,0.1789828,0.16793203,0.14536004,0.1703848
7680.json,0.1810276,0.15802214,0.19273767,0.16754445,0.14219324,0.15847492
1999.json,0.16851065,0.16082655,0.17423098,0.16640285,0.15719762,0.17283136
12873.json,0.17505233,0.15355429,0.1898435,0.16021965,0.14930388,0.17202637
9683.json,0.18054457,0.15893283,0.18675521,0.16165993,0.14857058,0.16353686
6660.json,0.16792105,0.1680059,0.17250907,0.1672299,0.15323217,0.17110187
13527.json,0.17221175,0.16385843,0.17612323,0.17390378,0.1423337,0.17156911
2626.json,0.166459,0.15900904,0.19818076,0.1656287,0.13833058,0.17239195
2814.json,0.1702381,0.15348837,0.20224684,0.1629357,0.13417573,0.17691524
7598.json,0.1655784,0.15461445,0.20253855,0.17258728,0.13081712,0.1738642
2746.json,0.1692006,0.15887932,0.18301877,0.16969521,0.15146142,0.16774459
12448.json,0.16198187,0.16299805,0.19142033,0.16117358,0.14858113,0.17384502
3232.json,0.16892289,0.1611379,0.17535935,0.16195855,0.1587644,0.17385691
11226.json,0.17529787,0.15733387,0.1922769,0.15712844,0.14412965,0.1738333
487.json,0.16762574,0.16416667,0.1871206,0.15995881,0.14877118,0.1723571
6858.json,0.16658506,0.16259466,0.19190781,0.1635531,0.13925847,0.17610091
8701.json,0.16864954,0.15552676,0.20144053,0.1645903,0.1330872,0.17670563
10606.json,0.17379585,0.15912382,0.1885134,0.16508703,0.1400308,0.17344905
9016.json,0.171982,0.15476196,0.19487533,0.16737735,0.13731131,0.17369212
2371.json,0.16570336,0.1594808,0.1920934,0.16605452,0.14160223,0.17506573
12065.json,0.1637529,0.15899104,0.17652164,0.16763736,0.14361274,0.18948427
2362.json,0.16704066,0.16193546,0.19733469,0.16202651,0.13736543,0.17429723
2868.json,0.16247723,0.16118598,0.17951924,0.16978863,0.15069105,0.17633782
13305.json,0.16921005,0.16570601,0.17421415,0.16695061,0.1591802,0.16473895
8503.json,0.16950104,0.15471067,0.1911424,0.17097843,0.13961658,0.17405094
2428.json,0.17035453,0.16356942,0.18301335,0.16194972,0.14790314,0.17320976
636.json,0.1662458,0.15301378,0.2059641,0.16754143,0.13148408,0.17575076
5758.json,0.16617984,0.15803882,0.18138275,0.17061482,0.1542022,0.16958152
2793.json,0.1642185,0.16440211,0.19299233,0.16307189,0.13624083,0.17907432
9426.json,0.16866784,0.15568726,0.19868575,0.17630032,0.13742632,0.16323255
5898.json,0.16537476,0.15996593,0.19907385,0.17086995,0.13145107,0.17326444
11218.json,0.16805862,0.16190039,0.1764211,0.16708782,0.15180814,0.17472397
12703.json,0.16836157,0.16537896,0.1745523,0.16500346,0.15434416,0.17235956
5462.json,0.1679537,0.15134296,0.19702557,0.16852555,0.13916074,0.17599149
1955.json,0.17294744,0.16026427,0.19459791,0.16944522,0.13678038,0.16596477
11647.json,0.16647227,0.16192317,0.19999477,0.16357838,0.13560492,0.17242643
11139.json,0.16580331,0.15545908,0.18612,0.16934185,0.14483568,0.17844008
1648.json,0.16848807,0.15547964,0.20575586,0.16650832,0.13174073,0.17202742
5371.json,0.16599423,0.16944294,0.18637551,0.16152589,0.15457444,0.16208704
4425.json,0.16809693,0.16064389,0.19749965,0.17328718,0.12792805,0.17254429
2498.json,0.17359188,0.15987206,0.18593329,0.16558495,0.14758019,0.16743767
4131.json,0.16919039,0.1501777,0.19942759,0.16750613,0.13429117,0.17940693
2341.json,0.15833221,0.16603822,0.18488018,0.1634461,0.1485495,0.17875376
5551.json,0.16975243,0.15062676,0.19315304,0.16688375,0.14927094,0.17031297
757.json,0.17632,0.1619627,0.18912107,0.1658293,0.1399049,0.16686206
11519.json,0.17368335,0.15303428,0.19392875,0.17353839,0.13675514,0.16906008
5785.json,0.17068046,0.17021583,0.19692057,0.1620194,0.13337414,0.16678962
2284.json,0.16840777,0.1590034,0.18787289,0.17217909,0.1425775,0.16995938
12650.json,0.16804685,0.16512494,0.1757367,0.16762395,0.15432991,0.1691376
9480.json,0.16947971,0.1625636,0.18610558,0.16519094,0.14245349,0.1742066
643.json,0.16699643,0.1684281,0.19095145,0.16695392,0.13956368,0.16710643
11242.json,0.16864412,0.16159101,0.18680069,0.16608655,0.13783212,0.17904553
7038.json,0.17141338,0.1528894,0.20075056,0.16311504,0.13611603,0.17571552
6772.json,0.16595599,0.16243364,0.19458476,0.16361949,0.13774621,0.17565997
7952.json,0.17434682,0.16002554,0.19212855,0.16975406,0.13712236,0.16662267
13134.json,0.17599015,0.15655847,0.18199126,0.16999751,0.1486232,0.16683936
2181.json,0.17503588,0.15322986,0.18181637,0.16553608,0.15117027,0.17321154
9629.json,0.1731006,0.16168907,0.20211168,0.15647377,0.13538878,0.17123611
3668.json,0.16576786,0.16230324,0.17418198,0.16829424,0.15916233,0.17029038
11327.json,0.17995833,0.15614344,0.18466456,0.16838148,0.14429092,0.1665612
3818.json,0.1735341,0.16307256,0.1783386,0.16449451,0.15202123,0.16853891
2218.json,0.16855456,0.15795289,0.20880614,0.1638069,0.12992696,0.1709525
11562.json,0.16682129,0.16210511,0.19631097,0.16622816,0.13786988,0.1706646
9622.json,0.16801593,0.16187045,0.17710568,0.16510233,0.15675731,0.17114826
9995.json,0.1720688,0.15088241,0.20124017,0.16923465,0.1332915,0.17328246
7344.json,0.16757305,0.16423127,0.17886886,0.16590665,0.15618715,0.16723303
5840.json,0.17301437,0.16300888,0.20497775,0.16132647,0.13921024,0.15846221
1576.json,0.16387032,0.16496861,0.19071475,0.16069812,0.14086969,0.17887856
13127.json,0.176612,0.1568339,0.18342815,0.17337108,0.1464361,0.16331874
12098.json,0.16637933,0.15607089,0.19323848,0.16848543,0.1398931,0.1759327
12272.json,0.17885897,0.16055436,0.20490883,0.16536643,0.13223508,0.15807633
5993.json,0.16659418,0.16353226,0.18424085,0.16729304,0.15248084,0.16585875
9285.json,0.17133145,0.15313171,0.18814424,0.17144744,0.14133926,0.17460586
7165.json,0.16671611,0.16027652,0.20056966,0.16617697,0.13551441,0.17074622
11025.json,0.1658372,0.16469924,0.17410626,0.16657464,0.15521161,0.17357108
7577.json,0.17369682,0.1525305,0.19822694,0.17409502,0.12934239,0.17210843
2719.json,0.17446935,0.14484994,0.20554788,0.16747351,0.1324541,0.17520523
3631.json,0.16985941,0.16077326,0.19310613,0.16975667,0.140768,0.16573647
7211.json,0.16636732,0.16487056,0.19417614,0.16141541,0.13812064,0.1750499
1480.json,0.16950038,0.16101779,0.19644548,0.15645868,0.1374892,0.17908847
1512.json,0.15872413,0.16571657,0.19925974,0.16943507,0.12943268,0.17743176
10517.json,0.17123052,0.15961906,0.19601744,0.16129196,0.13556728,0.1762737
5723.json,0.17241229,0.15522996,0.19852927,0.17116934,0.13375878,0.1689004
7378.json,0.1682014,0.16102315,0.17898706,0.16706523,0.15243992,0.17228319
531.json,0.16635904,0.15466048,0.21216682,0.1632352,0.1342686,0.1693099
474.json,0.17591615,0.15544823,0.18829894,0.16456038,0.14473116,0.17104518
2250.json,0.17139576,0.15055028,0.18620545,0.17422205,0.14528458,0.17234194
126.json,0.164189,0.16802838,0.18900813,0.16153722,0.13762787,0.17960933
10646.json,0.16636129,0.16125305,0.21932694,0.1586374,0.12839438,0.16602692
1823.json,0.173338,0.15305822,0.19753347,0.1641912,0.14200835,0.16987081
9731.json,0.18149967,0.15666261,0.18551797,0.1627318,0.14592353,0.16766448
9594.json,0.17303048,0.16398396,0.1826749,0.16523293,0.14647815,0.16859965
12026.json,0.16560103,0.17079334,0.17819016,0.15924908,0.1555592,0.17060727
5971.json,0.16916008,0.16025826,0.17833917,0.16579358,0.15259875,0.1738502
6857.json,0.17654547,0.16282111,0.19864947,0.1598906,0.13979281,0.16230057
3112.json,0.1732615,0.15687181,0.18888238,0.16818741,0.14429383,0.16850302
11832.json,0.16792654,0.1653258,0.1738593,0.1659442,0.15420745,0.17273682
2337.json,0.17537229,0.15679002,0.17551401,0.15867972,0.15963198,0.17401198
10853.json,0.17334837,0.16101076,0.18549724,0.1555339,0.15398087,0.17062888
9050.json,0.17270678,0.15875405,0.17716347,0.16621879,0.15296324,0.17219356
9427.json,0.17012906,0.1598369,0.20383278,0.16279905,0.13839336,0.16500887
2830.json,0.17880687,0.16290939,0.19240052,0.1707005,0.13788961,0.15729316
9756.json,0.16801214,0.16531546,0.17438847,0.16661493,0.15499918,0.17066973
6532.json,0.17149806,0.15496016,0.1868586,0.16286057,0.15003073,0.17379186
4805.json,0.16574329,0.16114923,0.18871747,0.16562802,0.14151546,0.17724647
3648.json,0.16685219,0.15546778,0.20434129,0.1680423,0.13428442,0.171012
4994.json,0.17150162,0.16462722,0.17472307,0.16019894,0.15190344,0.1770457
4715.json,0.16616486,0.15121631,0.19550443,0.17114574,0.14453173,0.17143692
526.json,0.17483726,0.15594108,0.1889437,0.16558161,0.1443363,0.1703601
8673.json,0.17446889,0.15153737,0.19381404,0.1682803,0.13950212,0.17239726
9273.json,0.16302635,0.16138494,0.18568006,0.16579227,0.14792027,0.17619622
9973.json,0.16127859,0.14827967,0.18351561,0.18129598,0.14266118,0.18296894
3.json,0.16733474,0.1627176,0.2019393,0.15284725,0.1427695,0.17239156
9197.json,0.17448379,0.16105536,0.18736409,0.1593218,0.14822392,0.16955104
9610.json,0.17654045,0.15446174,0.19268687,0.16413745,0.14065836,0.1715151
1150.json,0.16802323,0.14840317,0.19330786,0.169153,0.1426216,0.17849107
2087.json,0.17233999,0.16604742,0.18111576,0.16060647,0.14952964,0.17036074
7051.json,0.16617866,0.1620976,0.18964198,0.1660596,0.14082229,0.17519994
8035.json,0.16505335,0.16125707,0.19348933,0.16624185,0.14340116,0.17055726
1329.json,0.1739448,0.15234365,0.1979489,0.16723025,0.14194123,0.16659117
1574.json,0.17082903,0.15419978,0.18645497,0.16848242,0.14958037,0.17045346
6745.json,0.16503245,0.1640953,0.19141151,0.16029641,0.14839913,0.17076522
4289.json,0.16410609,0.1534275,0.2012139,0.16739154,0.14049782,0.17336318
4383.json,0.17119038,0.1524769,0.20205893,0.168414,0.1422964,0.1635634
12089.json,0.16723472,0.15499908,0.19146428,0.16113667,0.15113354,0.17403178
12976.json,0.1707226,0.1596886,0.20209317,0.16709282,0.1320563,0.16834648
5170.json,0.16993035,0.15621334,0.19724856,0.16833931,0.13877988,0.16948861
6976.json,0.16979377,0.16159111,0.18640862,0.16758603,0.14192316,0.17269737
7838.json,0.16247885,0.16169365,0.20389573,0.16311075,0.13666135,0.17215969
2643.json,0.1684781,0.1594543,0.17846043,0.1725029,0.14793092,0.17317328
1810.json,0.16573443,0.16177191,0.17614032,0.16728565,0.15624937,0.17281827
10097.json,0.16789699,0.1616941,0.18690805,0.1703817,0.14502452,0.16809468
13236.json,0.16793479,0.16130957,0.19014078,0.16916038,0.13664828,0.1748063
2568.json,0.17355788,0.15406136,0.18946694,0.16710638,0.15308149,0.16272587
12833.json,0.17617625,0.16079909,0.18480435,0.16890964,0.1406371,0.16867359
1894.json,0.1624299,0.16884305,0.19081035,0.16008122,0.13759136,0.18024406
7881.json,0.16727094,0.1593498,0.1935124,0.1679439,0.13186298,0.18005994
5603.json,0.16575933,0.15255715,0.2140155,0.16311261,0.13554943,0.16900602
5759.json,0.17392047,0.15955842,0.20160559,0.16085796,0.13099693,0.17306057
6207.json,0.16673896,0.16668956,0.18280172,0.1579342,0.15004225,0.17579333
2149.json,0.1720643,0.16485691,0.19045255,0.16163954,0.13914926,0.17183746
2445.json,0.16805269,0.16008018,0.17734344,0.16591084,0.15558212,0.17303075
5910.json,0.17333098,0.14775777,0.19281727,0.17957707,0.13424627,0.17227061
2596.json,0.15613219,0.14830561,0.18463798,0.18052517,0.15813948,0.17225958
10399.json,0.16656698,0.16460268,0.1765302,0.16332094,0.15632164,0.17265767
792.json,0.16631316,0.1612943,0.1951825,0.1644647,0.1372527,0.17549269
12929.json,0.17158155,0.15870264,0.18915974,0.16484436,0.14574303,0.16996874
12791.json,0.16077551,0.15568039,0.20697412,0.16640493,0.13128091,0.1788841
9003.json,0.1701542,0.15728769,0.1952729,0.16987713,0.13967839,0.16772957
3811.json,0.16313612,0.1608609,0.19575335,0.16543482,0.13796848,0.17684631
3399.json,0.17061506,0.15524906,0.19549209,0.17311074,0.1388907,0.16664231
11229.json,0.16315259,0.16383126,0.1845317,0.16432522,0.1475098,0.17664947
3800.json,0.17428273,0.1537233,0.19605926,0.16756071,0.13815229,0.17022172
10283.json,0.16652247,0.1548882,0.20348652,0.15767147,0.13237828,0.18505308
352.json,0.16762884,0.16664647,0.18611556,0.16212054,0.13737695,0.18011162
4134.json,0.16844253,0.16163358,0.17606121,0.17223047,0.14704731,0.17458493
5278.json,0.17915212,0.14926615,0.21056563,0.16310728,0.13422899,0.16367981
2165.json,0.1662644,0.15377384,0.19316994,0.16906042,0.14743465,0.17029671
7448.json,0.16765076,0.16366094,0.18753073,0.16386682,0.14148267,0.17580809
12987.json,0.16854104,0.15312839,0.19818434,0.16480038,0.13991717,0.17542864
5132.json,0.1751914,0.1586297,0.18547973,0.16792996,0.14015554,0.17261364
13329.json,0.15940641,0.16519679,0.1968616,0.16237457,0.14064251,0.17551821
4588.json,0.1745252,0.15983276,0.18132833,0.17149965,0.14290607,0.16990806
6455.json,0.17086391,0.16040216,0.18629977,0.16446757,0.15050414,0.16746242
10282.json,0.16657008,0.16344215,0.17719546,0.16732772,0.15334186,0.17212272
211.json,0.17298917,0.15853529,0.20169067,0.1651327,0.1311071,0.17054509
7676.json,0.17988664,0.15863392,0.19474588,0.1618478,0.13195555,0.17293026
1873.json,0.16274735,0.15030208,0.21304967,0.17131822,0.13109186,0.17149085
2443.json,0.16520727,0.14720064,0.20391567,0.17205024,0.13644384,0.17518234
3841.json,0.1643509,0.16116865,0.19731948,0.16183232,0.13984351,0.1754851
12284.json,0.17117096,0.1487253,0.18244684,0.17430004,0.14962451,0.17373227
7197.json,0.17553286,0.15866052,0.18803705,0.16578816,0.1472603,0.16472124
12858.json,0.17144318,0.16586344,0.19035137,0.16701557,0.14114429,0.1641821
2633.json,0.16887172,0.14732686,0.18520173,0.17016956,0.14603554,0.18239456
6041.json,0.1647174,0.14718002,0.20609404,0.16206738,0.13629442,0.1836467
3414.json,0.16086178,0.16588217,0.19213425,0.16514575,0.13942282,0.17655323
4323.json,0.17012314,0.15879242,0.1937777,0.17170918,0.12972307,0.17587449
1679.json,0.16891913,0.16353928,0.19210069,0.16600406,0.14027156,0.16916525
275.json,0.1735262,0.15758064,0.18824333,0.1698772,0.14568062,0.16509198
13208.json,0.16929583,0.16440964,0.17365329,0.16476756,0.15658589,0.17128773
5911.json,0.17519635,0.15904671,0.18422577,0.16179262,0.14620681,0.17353174
4277.json,0.17488906,0.15663324,0.19048095,0.16465597,0.14906394,0.16427684
752.json,0.16628872,0.15890951,0.18928654,0.16445397,0.15000993,0.17105134
2601.json,0.1693846,0.1585537,0.17982692,0.16332634,0.15698254,0.17192583
1450.json,0.17667136,0.15382786,0.18976258,0.16825785,0.14609379,0.16538656
5653.json,0.17316943,0.15703757,0.18940079,0.16697732,0.1502038,0.16321105
13046.json,0.15958655,0.15975569,0.19317995,0.16815197,0.1426533,0.17667262
3103.json,0.16176288,0.15325375,0.18306105,0.17599607,0.14076363,0.18516265
2894.json,0.17476106,0.16293803,0.18098368,0.16304441,0.15026705,0.16800576
1012.json,0.16380535,0.16731833,0.19126372,0.16350426,0.13773179,0.17637649
9112.json,0.17821732,0.14709021,0.19145247,0.16465485,0.14857523,0.1700099
2945.json,0.16479062,0.16280907,0.18829426,0.17207924,0.14252037,0.1695065
9944.json,0.16768046,0.15791774,0.17475055,0.17196731,0.15443985,0.17324404
6839.json,0.1680088,0.16347535,0.18314874,0.16654173,0.15429033,0.16453503
3673.json,0.16584441,0.16216147,0.19012396,0.1692462,0.14543033,0.16719368
13058.json,0.17072767,0.15961567,0.19214495,0.16669413,0.14103931,0.16977821
3941.json,0.1702689,0.1601152,0.19302456,0.16798626,0.14061864,0.16798644
10917.json,0.16903703,0.16563131,0.17339171,0.16356322,0.15931283,0.16906384
13155.json,0.17534646,0.16109982,0.17539574,0.16103637,0.15600204,0.17111951
9301.json,0.17289919,0.16299945,0.18374704,0.1687985,0.14529845,0.16625732
5486.json,0.17797998,0.16009007,0.17896357,0.16514961,0.14838526,0.16943155
4579.json,0.17112583,0.16347232,0.18297188,0.16596742,0.15030663,0.16615586
10943.json,0.16747512,0.16248055,0.19348627,0.16520125,0.13604154,0.17531537
12728.json,0.16633259,0.16792834,0.17387028,0.16431369,0.15661517,0.17093992
92.json,0.17265561,0.15835322,0.20177071,0.17102888,0.13148636,0.16470522
11230.json,0.17278478,0.15904777,0.19823831,0.16984662,0.13847524,0.16160727
2720.json,0.17559099,0.15939303,0.18380263,0.17119536,0.14620711,0.16381086
582.json,0.17482512,0.15531754,0.18950686,0.16853344,0.14386278,0.16795428
13227.json,0.17622505,0.16004644,0.1878747,0.16850235,0.13963632,0.16771503
12052.json,0.16910255,0.16303304,0.18908347,0.16265056,0.13693658,0.17919381
1010.json,0.1652333,0.1643434,0.18027353,0.16641639,0.15014881,0.17358461
1333.json,0.16860647,0.16206978,0.18753296,0.16177537,0.14808363,0.17193185
2603.json,0.16271636,0.15576495,0.20251432,0.16800746,0.13183638,0.17916061
2731.json,0.17166059,0.15780705,0.18789865,0.17154369,0.13796633,0.17312373
3434.json,0.16954932,0.15860568,0.19532242,0.1683676,0.13908996,0.1690651
788.json,0.173515,0.15296261,0.18726169,0.171715,0.14670329,0.1678424
1691.json,0.16923837,0.17128336,0.1725371,0.17038842,0.14665337,0.1698993
605.json,0.1682727,0.15804301,0.1942195,0.17453308,0.14125986,0.16367185
6195.json,0.1597845,0.16167493,0.17934446,0.16912054,0.15434416,0.17573144
1350.json,0.16544072,0.16145681,0.18111871,0.16838343,0.15144764,0.17215268
7706.json,0.16970508,0.16161525,0.18140538,0.16832511,0.14954156,0.16940758
12037.json,0.1713161,0.16196945,0.18591847,0.16677853,0.14750686,0.16651057
8710.json,0.16233088,0.15342352,0.19974674,0.16676205,0.13757688,0.18015993
960.json,0.16854416,0.15384258,0.1982599,0.16078475,0.14060591,0.17796268
10544.json,0.16858888,0.16114494,0.1896316,0.1633081,0.14088827,0.17643823
4391.json,0.16592607,0.16347112,0.17769752,0.16497344,0.15358177,0.17435016
13186.json,0.16815494,0.15174706,0.20745853,0.17090344,0.12942155,0.17231438
9692.json,0.15692388,0.16492657,0.18584037,0.16757734,0.14674702,0.17798488
7401.json,0.17200534,0.1601873,0.18696213,0.16350329,0.14303145,0.17431045
13405.json,0.1815144,0.15370552,0.18440053,0.16371469,0.14786732,0.16879746
230.json,0.17601946,0.15969485,0.19357873,0.17129944,0.13748512,0.16192245
3037.json,0.17033495,0.16167752,0.18864565,0.16526121,0.14326648,0.17081423
207.json,0.17312668,0.15253037,0.19163473,0.16834758,0.14427724,0.17008343
3608.json,0.16533399,0.161064,0.17550032,0.17150173,0.15317869,0.17342123
3789.json,0.16804971,0.1621351,0.18881854,0.1608795,0.14325623,0.17686099
7775.json,0.17481115,0.14390093,0.19211257,0.17942567,0.14389126,0.1658584
12160.json,0.17005911,0.15178728,0.19971393,0.17373414,0.14050114,0.16420436
12870.json,0.17181933,0.15676902,0.18128656,0.16742389,0.14397547,0.17872578
10069.json,0.16037802,0.15934132,0.1805953,0.17284818,0.15206172,0.1747755
3366.json,0.17719084,0.1587787,0.19340459,0.16720554,0.1412595,0.16216089
10806.json,0.16914994,0.16079013,0.19778991,0.16861297,0.1327344,0.17092264
9681.json,0.16785896,0.16787846,0.18390553,0.16964824,0.1437705,0.16693833
1015.json,0.17225891,0.15518996,0.19475138,0.16941568,0.13642353,0.17196059
13486.json,0.16760619,0.16260603,0.17616136,0.16470449,0.15862332,0.17029867
8798.json,0.16761632,0.1570942,0.18692896,0.16468015,0.14817995,0.17550035
2514.json,0.16994093,0.16266859,0.1837079,0.17318158,0.14497755,0.16552338
10633.json,0.17264682,0.15566456,0.1860513,0.16476785,0.14335406,0.17751537
10883.json,0.16929369,0.15917549,0.1843154,0.16716886,0.14991283,0.17013372
13213.json,0.16853178,0.15355323,0.19253159,0.16717632,0.14126103,0.17694604
5698.json,0.16593125,0.15691859,0.200499,0.17097549,0.13676228,0.16891335
11701.json,0.16237213,0.1573175,0.19872524,0.17176007,0.12988617,0.17993884
2315.json,0.16727266,0.15217224,0.18043916,0.17430012,0.15032095,0.17549479
4626.json,0.1683487,0.15823387,0.20072912,0.1609868,0.13724612,0.17445543
11307.json,0.1744421,0.16374415,0.18637612,0.16651891,0.14828509,0.16063362
11925.json,0.16836172,0.159664,0.19108722,0.16161487,0.14073433,0.17853782
4259.json,0.170676,0.1596188,0.20128344,0.16890189,0.13507453,0.16444534
5061.json,0.16635293,0.1620479,0.18992098,0.16223684,0.14091915,0.17852224
4141.json,0.16910958,0.15992437,0.20334138,0.1645199,0.12905915,0.17404549
4175.json,0.17311628,0.1552499,0.20446567,0.16364636,0.14080343,0.1627183
9462.json,0.16528222,0.16053611,0.18128175,0.15982717,0.15879336,0.1742795
3987.json,0.17057273,0.15015192,0.19977385,0.16833223,0.1447912,0.166378
293.json,0.17759,0.15957123,0.18895617,0.1665582,0.14618944,0.16113482
7728.json,0.16265096,0.15268338,0.19236241,0.16893345,0.15197682,0.17139299
2117.json,0.1645031,0.15402189,0.20425983,0.16133948,0.14592995,0.16994585
4825.json,0.17473915,0.15768836,0.19330502,0.17165901,0.13749424,0.16511428
9516.json,0.1696727,0.16410992,0.17542754,0.16516833,0.15627016,0.16935137
12834.json,0.17449892,0.16110797,0.18931785,0.16801572,0.14577092,0.1612886
3980.json,0.17427006,0.15503033,0.18540277,0.17154238,0.1445459,0.16920862
3231.json,0.16621988,0.16608667,0.17759375,0.1640172,0.15351817,0.17256446
386.json,0.1723106,0.15538481,0.17998008,0.17218308,0.15291658,0.16722493
11288.json,0.17980182,0.16390623,0.18687196,0.1700551,0.13832542,0.1610395
660.json,0.1674309,0.16151097,0.18511277,0.17228326,0.14664151,0.16702066
1106.json,0.17606516,0.1554298,0.19177844,0.16977423,0.14211202,0.16484033
2105.json,0.16631693,0.16589013,0.16783373,0.16697964,0.16576165,0.16721782
446.json,0.17062362,0.15920015,0.17730133,0.16705127,0.15402922,0.17179446
10271.json,0.1750566,0.15477248,0.19401997,0.1664461,0.14857951,0.16112533
4866.json,0.16772425,0.1473903,0.21631081,0.16508263,0.13098608,0.17250594
8419.json,0.17066894,0.15804832,0.19814289,0.16035338,0.14580949,0.166977
3136.json,0.17110047,0.15847775,0.19990633,0.16993669,0.13709404,0.16348475
12093.json,0.1723642,0.1510836,0.18155806,0.17183368,0.14986107,0.17329937
317.json,0.16737388,0.15207008,0.20777261,0.16628434,0.12889008,0.17760915
6295.json,0.16812508,0.16196199,0.1762879,0.16686228,0.15368104,0.1730816
